City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,,,0.9181748222817812,18.092071818310192,16.674561320884983,,0.9062805334277221,27.631403062218265,133.7653313051919,0.0,0.019584160635775536,0.0,,
Ahmedabad,,,0.922858588892158,15.877106300775557,16.24388364572148,,0.968602834758941,24.97960158457595,34.45734387979785,3.663854070691707,5.569191560766437,3.7589050079254793,,
Ahmedabad,,,17.574768116664487,19.37477616580133,29.747649746515222,,17.5621452733159,29.128384247277747,31.06086723795476,6.63759271447075,16.857572835307973,2.260769014380486,,
Ahmedabad,,,1.6749116496811398,17.666873009772303,18.255547073693318,,1.6825956062084284,19.028941894595395,35.42695188320971,4.4572870492078005,9.789160941202404,1.0358414429511822,,
Ahmedabad,,,21.92838954313457,21.423223671758667,36.37478183483598,,22.171605391852,38.77805874051412,38.76058071941856,6.96598140788034,18.62590390253418,2.8188114026278677,,
Ahmedabad,,,45.18637234743578,38.46544817536323,81.95561328694382,,43.58126882201919,45.45051436231678,46.74634156371823,5.660759882713648,10.905367926595993,1.9395553894710078,,
Ahmedabad,,,111.66709181583963,39.98582475347799,127.04909079139853,,112.09003467422738,32.61999703783781,34.10867227781729,0.0,0.0,0.0,,
Ahmedabad,,,83.08509189051189,35.0307449092909,92.7199071633558,,80.85293219075213,37.76693916635239,32.67326890954926,0.0,0.0,0.0,,
Ahmedabad,,,28.297895956033788,31.095350121337223,47.06951799187264,,29.79530729899968,59.79373596946277,25.601826138736097,0.0,0.0,0.0,,
Ahmedabad,,,,7.095343048837319,0.0,,,8.289615999459594,4.673629830946674,0.0,0.0,0.0,,
Ahmedabad,,,137.32816577797786,56.4952074124864,24.329105991104477,,130.806153654296,24.67038251566094,6.879000139069754,0.0,0.0,0.0,,
Ahmedabad,,,52.63767545400468,41.07398741113313,90.29335149964753,,52.72812609722161,49.87563757488753,45.39881330783972,2.416277141817376,0.030316817106388227,7.88257709554021,,
Ahmedabad,,,48.84735777501448,44.99602555401356,86.66444190310214,,47.43596491865671,69.33709763143186,35.46443627214847,9.634991830899587,13.573978621532623,12.359509981831682,,
Ahmedabad,,,19.46170953558901,27.997036047882442,33.936392658743486,,19.61402392369798,53.68418527999636,21.882967366764458,2.153421341111687,2.270848007193378,5.166849427771956,,
Ahmedabad,,,0.5978097286497188,17.00370199496032,16.165510815977914,,0.603120625825161,28.962649737731695,45.923501460793176,0.14160648233418832,0.04103683844741312,1.3237050111345015,,
Ahmedabad,,,1.624697140463773,21.5100961655797,22.942436012335676,,1.6457751128149727,38.9112241433381,46.28576579814024,0.3467363374731304,0.05121087076225725,2.073712378408173,,
Ahmedabad,,,11.482254820963787,24.3779885333059,34.40191522437419,,11.73272879858488,50.25617626162862,52.93657185132542,0.6807761246982592,0.0,3.2744458379079635,,
Ahmedabad,,,6.132560210175831,25.957507998599223,29.82166714870013,,6.17223097921245,50.31736755773463,52.99605817858907,0.72660655585058,0.21379199883723604,2.705649174923015,,
Ahmedabad,,,2.476567387887743,27.867481590566513,27.24064365124566,,2.489994032557838,48.8502506562795,48.93397470495252,0.25490521132871174,0.020001529570058216,2.746034909873205,,
Ahmedabad,,,7.813466399278361,27.02314608282772,31.33322655064712,,8.078055668883843,58.0490324999384,56.35778504678894,0.23900944157773607,0.009535233390514073,4.052333267833028,,
Ahmedabad,,,9.796765105191694,33.074875335946025,39.01468072609261,,9.423948655457352,105.60569064138134,47.2922446705784,0.32907065609339353,0.0,5.581826472399673,,
